months_before_quarter_end,n_months,mean_error_raw,mae_raw,rmse_raw,corr_raw
0,4,-0.07589993887932489,0.2085738866456921,0.24244137640440208,-0.44449272412145024
1,4,0.00452855663321694,0.18568133708890544,0.21339248504795688,-0.28310697184864053
2,4,0.10734415262189345,0.3100019809151824,0.33739655111180444,-0.09715719191151928
