months_before_quarter_end,n_months,mean_error_raw,mae_raw,rmse_raw,corr_raw
0,4,0.3161942460942011,0.3161942460942011,0.3370545218093904,0.7366864124378875
1,4,0.3291097917622967,0.3291097917622967,0.36675012411107477,0.3719452126692106
2,4,0.3754084689987125,0.3754084689987125,0.45383686994957306,-0.051407290795007846
