months_before_quarter_end,n_months,mean_error_raw,mae_raw,rmse_raw,corr_raw
0,4,0.6146349366976767,0.6712939156409139,0.8948723542225487,0.9048285426413274
1,4,0.10312084494778517,1.816097451548329,1.897780943405739,0.8777800080266518
2,4,0.2636539361369552,1.963208303392144,2.0037591529197276,0.861099201374194
