months_before_quarter_end,n_months,mean_error_raw,mae_raw,rmse_raw,corr_raw
0,4,-0.16162602751358945,0.1628881757257481,0.19559021080400635,0.8386414249343598
1,4,-0.028447084220772467,0.10515654528437546,0.12538273368211553,0.9283066624932681
2,4,-0.1598219831822858,0.23770577848593089,0.3385589661981168,0.8471111106719775
