months_before_quarter_end,n_months,mean_error_raw,mae_raw,rmse_raw,corr_raw
0,4,-0.21016887990275057,0.21016887990275057,0.2614688727775268,0.5707348546026599
1,4,-0.09851578116763426,0.15490446143290293,0.19091092715823707,0.5808128001306165
2,4,0.01085751894736986,0.20616057535838528,0.2501121880212458,-0.2254759980261984
