month,sample,information_date,target_quarter_end,target_gdp_release_date,target_gdp_released_by_information_date,monthly_release_lag_days,gdp_release_lag_days,latest_released_monthly_period,latest_released_gdp_quarter_end,is_information_month_quarter_end,months_before_quarter_end,model_loading_gdp_raw,nowcast_gdp_raw,actual_gdp_raw,nowcast_error_raw,abs_error_raw,squared_error_raw,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast
2022-01,post_train_1y,2022-01-19,2022-03,2022-04-19,False,19,19,2022-01,2022-01,False,2,4.481735972986646,4.481735972986646,4.8,-0.31826402701335343,0.31826402701335343,0.10129199089075656,-53.25697348608017,-1.5287055495355872,-5.706141843296853
2022-02,post_train_1y,2022-02-19,2022-03,2022-04-19,False,19,19,2022-02,2022-01,False,1,4.547362945388111,4.547362945388111,4.8,-0.25263705461188923,0.25263705461188923,0.0638254813629707,-53.176921063736685,0.31322527949339385,-25.60655735950424
2022-03,post_train_1y,2022-03-19,2022-03,2022-04-19,False,19,19,2022-03,2022-01,True,0,5.920606199774243,5.920606199774243,4.8,1.120606199774243,1.120606199774243,1.2557582549724704,-22.598306612173843,3.863040861520324,-30.263923639822295
2022-04,post_train_1y,2022-04-19,2022-06,2022-07-19,False,19,19,2022-04,2022-04,False,2,2.0069797534625,2.0069797534625,0.8,1.2069797534624997,1.2069797534624997,1.4568001252683966,-119.57581339631292,5.648511087424017,-6.650464690606468
2022-05,post_train_1y,2022-05-19,2022-06,2022-07-19,False,19,19,2022-05,2022-04,False,1,2.9163916502982987,2.9163916502982987,0.8,2.116391650298299,2.116391650298299,4.479113617452357,-117.72683598692785,30.277186199891197,3.445550665388712
2022-06,post_train_1y,2022-06-19,2022-06,2022-07-19,False,19,19,2022-06,2022-04,True,0,3.184533506279569,3.184533506279569,0.8,2.3845335062795687,2.3845335062795687,5.686000042569934,-99.79620417842197,16.490988235285972,0.5797872870104683
2022-07,post_train_1y,2022-07-19,2022-09,2022-10-19,False,19,19,2022-07,2022-07,False,2,6.575776962143659,6.575776962143659,4.0,2.5757769621436593,2.5757769621436593,6.634626958710018,-10.007443674578013,7.975700516428331,10.340052360749638
2022-08,post_train_1y,2022-08-19,2022-09,2022-10-19,False,19,19,2022-08,2022-07,False,1,4.914822655610393,4.914822655610393,4.0,0.9148226556103927,0.9148226556103927,0.8369004912180511,-51.83887779633858,9.549330132567963,11.511286260534954
2022-09,post_train_1y,2022-09-19,2022-09,2022-10-19,False,19,19,2022-09,2022-07,True,0,5.290797494691089,5.290797494691089,4.0,1.2907974946910894,1.2907974946910894,1.666158172300793,-46.26850726294302,13.913059688570613,9.81632938529384
2022-10,post_train_1y,2022-10-19,2022-12,2023-01-19,False,19,19,2022-10,2022-10,False,2,4.726780428734635,4.726780428734635,3.0,1.726780428734635,1.726780428734635,2.9817706490609703,-55.07493507625688,7.911702311096171,13.717084193965295
2022-11,post_train_1y,2022-11-19,2022-12,2023-01-19,False,19,19,2022-11,2022-10,False,1,3.948178774224129,3.948178774224129,3.0,0.9481787742241292,0.9481787742241292,0.8990429878891723,-75.91388145559173,10.138154960822376,6.765692086542356
2022-12,post_train_1y,2022-12-19,2022-12,2023-01-19,False,19,19,2022-12,2022-10,True,0,3.2559221427232607,3.2559221427232607,3.0,0.25592214272326075,0.25592214272326075,0.06549614313606504,-103.42376481946067,22.991825689842877,-3.1874420784102933
