month,sample,information_date,target_quarter_end,target_gdp_release_date,target_gdp_released_by_information_date,monthly_release_lag_days,gdp_release_lag_days,latest_released_monthly_period,latest_released_gdp_quarter_end,is_information_month_quarter_end,months_before_quarter_end,model_loading_gdp_raw,nowcast_gdp_raw,actual_gdp_raw,nowcast_error_raw,abs_error_raw,squared_error_raw,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast
2016-01,post_train_1y,2016-01-19,2016-03,2016-04-19,False,19,19,2016-01,2016-01,False,2,6.863958165865039,6.863958165865039,6.8,0.06395816586503944,0.06395816586503944,0.0040906469808198965,-90.15712048819148,8.585402343815858,9.723707384484468
2016-02,post_train_1y,2016-02-19,2016-03,2016-04-19,False,19,19,2016-02,2016-01,False,1,6.799936131142248,6.799936131142248,6.8,-6.3868857751892e-05,6.3868857751892e-05,4.079230990531414e-09,-90.0444255724504,4.865518314881463,11.70726221667716
2016-03,post_train_1y,2016-03-19,2016-03,2016-04-19,False,19,19,2016-03,2016-01,True,0,6.623568561136015,6.623568561136015,6.8,-0.17643143886398516,0.17643143886398516,0.031128052619616133,-95.18237114162905,4.301386888935976,14.377301503490868
2016-04,post_train_1y,2016-04-19,2016-06,2016-07-19,False,19,19,2016-04,2016-04,False,2,6.047607142323775,6.047607142323775,6.7,-0.652392857676225,0.652392857676225,0.4256164407469512,-117.44978174851008,12.213742935708456,16.215303849730276
2016-05,post_train_1y,2016-05-19,2016-06,2016-07-19,False,19,19,2016-05,2016-04,False,1,6.523631374978933,6.523631374978933,6.7,-0.17636862502106698,0.17636862502106698,0.031105891891821735,-100.32624161309428,7.949523444247433,16.751780227652535
2016-06,post_train_1y,2016-06-19,2016-06,2016-07-19,False,19,19,2016-06,2016-04,True,0,6.392239111188106,6.392239111188106,6.7,-0.30776088881189434,0.30776088881189434,0.0947167646822872,-108.16365549801807,14.655636401070776,16.39229525942917
2016-07,post_train_1y,2016-07-19,2016-09,2016-10-19,False,19,19,2016-07,2016-07,False,2,6.557337334339792,6.557337334339792,6.7,-0.14266266566020835,0.14266266566020835,0.020352636173276394,-110.95551822082439,28.69381428287334,13.235997140641835
2016-08,post_train_1y,2016-08-19,2016-09,2016-10-19,False,19,19,2016-08,2016-07,False,1,6.609225234868523,6.609225234868523,6.7,-0.09077476513147698,0.09077476513147698,0.008240057984674807,-109.26343105510864,28.539005259080525,14.304615209960497
2016-09,post_train_1y,2016-09-19,2016-09,2016-10-19,False,19,19,2016-09,2016-07,True,0,6.535163921197205,6.535163921197205,6.7,-0.1648360788027956,0.1648360788027956,0.027170932875081443,-110.61927686282777,26.87723878707743,13.647605360141064
2016-10,post_train_1y,2016-10-19,2016-12,2017-01-19,False,19,19,2016-10,2016-10,False,2,6.891809424742251,6.891809424742251,6.8,0.09180942474225073,0.09180942474225073,0.008428970471503,-102.23598366159968,31.584169650070685,12.703118366965487
2016-11,post_train_1y,2016-11-19,2016-12,2017-01-19,False,19,19,2016-11,2016-10,False,1,6.953418922127206,6.953418922127206,6.8,0.15341892212720598,0.15341892212720598,0.023537365666673693,-102.60505901032542,35.62708774293634,15.338032122645798
2016-12,post_train_1y,2016-12-19,2016-12,2017-01-19,False,19,19,2016-12,2016-10,True,0,6.802524296424317,6.802524296424317,6.8,0.002524296424317285,0.002524296424317285,6.37207243782103e-06,-106.10457361061356,33.5513555670059,17.138884496537134
