n_obs,mean_error_raw,mae_raw,rmse_raw,corr_raw,summary_type,calendar_year
12.0,0.043563296278137965,0.4489737618413628,0.5981440828644919,0.39512961245946393,filter_monthly_by_year,2005
24.0,-0.4827811578916312,1.0276178147552162,1.1616925957209543,0.12491292798015967,filter_monthly_by_year,2006
36.0,-1.5166923235518317,1.5816738045101166,1.8227898624933554,0.15470012406241018,filter_monthly_by_year,2007
48.0,0.40654118275429946,0.804520066774827,0.9986201681828772,0.8869935331191874,filter_monthly_by_year,2008
60.0,0.22019003145155303,0.9135574193231437,1.1976887350320367,0.8804690389689921,filter_monthly_by_year,2009
72.0,0.27200121041583825,0.6467317782763629,0.8453292053446955,0.7093168600652295,filter_monthly_by_year,2010
84.0,0.1599277217430366,0.545577959855185,0.9219750110928526,0.5063999009849092,filter_monthly_by_year,2011
96.0,0.34942306790498345,0.6191054975777217,0.7938910090020307,0.247576296045565,filter_monthly_by_year,2012
108.0,0.2889114394528608,0.46912943454199735,0.6403275964901302,0.19505031331441985,filter_monthly_by_year,2013
120.0,0.04140224200124898,0.33461220171392225,0.4462719284561573,-0.009321932302853607,filter_monthly_by_year,2014
120.0,-0.23460446639285876,0.3406802123361865,0.4546372126417037,0.2161227497053073,filter_monthly_by_year,2015
108.0,-0.014697874769889626,0.2130062404077449,0.2588210878686524,0.058891569438867364,filter_monthly_by_year,2016
96.0,0.017851539274560815,0.2563643847544643,0.34704618662665265,0.08854530880933538,filter_monthly_by_year,2017
84.0,-0.1169656597923498,0.3142153584252944,0.4521377536037489,0.29452946552468423,filter_monthly_by_year,2018
72.0,-0.03263098347514479,0.27499978059323427,0.3674770403397723,0.19676090314731212,filter_monthly_by_year,2019
60.0,-0.2220095988771011,0.6599360508235305,0.8537893140304574,0.7304341109420168,filter_monthly_by_year,2020
48.0,0.27192430439249865,0.734303351729213,0.9509511161453221,0.7765467215490435,filter_monthly_by_year,2021
36.0,-0.14552725126339114,0.8826673522095303,1.1793705884352639,0.25763941033786647,filter_monthly_by_year,2022
24.0,0.348681158839488,0.5155097862206921,0.6214003212956425,0.5246687315046815,filter_monthly_by_year,2023
12.0,0.0027068328898591787,0.2939136680586792,0.3749556594147404,0.3172158697189386,filter_monthly_by_year,2024
