n_obs,mean_error_raw,mae_raw,rmse_raw,corr_raw,months_before_quarter_end
44.0,0.3021736936569787,0.8890421698928104,1.7876261645851144,0.8734410271166583,0
44.0,0.3050480827862038,1.248651233037882,2.825715182094621,0.39384234117790573,1
44.0,0.36585958061425466,1.4772824430352396,3.11093393820658,0.2657223689545404,2
