month,sample,information_date,release_calendar_mode,target_quarter_end,target_gdp_release_date,target_gdp_released_by_information_date,monthly_release_lag_days,gdp_release_lag_days,latest_released_monthly_period,latest_released_gdp_quarter_end,is_information_month_quarter_end,months_before_quarter_end,model_loading_gdp_std,model_loading_gdp_raw,actual_gdp_raw,actual_gdp_std,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast,nowcast_gdp_std,nowcast_gdp_raw,nowcast_error_raw,abs_error_raw,squared_error_raw
2013-01,train_diagnostics,2013-01-19,monthly_19th_information_set,2013-03,2013-04-19,False,19,19,2013-01,2013-01,False,2,1.2359734046771549,7.862996152398214,7.9,1.265113417513829,43.72546190299144,-47.36057461265247,3.7835109633228448,1.2359734046771549,7.862996152398214,-0.03700384760178643,0.03700384760178643,0.0013692847373362356
2013-02,train_diagnostics,2013-02-19,monthly_19th_information_set,2013-03,2013-04-19,False,19,19,2013-02,2013-01,False,1,1.246467167017903,7.876321801381378,7.9,1.265113417513829,44.05844574537678,-46.14916717250219,3.7884821671519986,1.246467167017903,7.876321801381378,-0.023678198618622304,0.023678198618622304,0.0005606570898229272
2013-03,train_diagnostics,2013-03-19,monthly_19th_information_set,2013-03,2013-04-19,False,19,19,2013-03,2013-01,True,0,1.146331914704337,7.749163668783913,7.9,1.265113417513829,45.23428501837433,-241.3084215017082,3.807153974664504,1.146331914704337,7.749163668783913,-0.15083633121608742,0.15083633121608742,0.022751598814729226
2013-04,train_diagnostics,2013-04-19,monthly_19th_information_set,2013-06,2013-07-19,False,19,19,2013-04,2013-04,False,2,0.32723469826034235,6.709021760191658,7.6,1.0288676101837766,28.4406995076737,-723.7766521570586,3.2414288887899483,0.32723469826034235,6.709021760191658,-0.8909782398083417,0.8909782398083417,0.7938422238119708
2013-05,train_diagnostics,2013-05-19,monthly_19th_information_set,2013-06,2013-07-19,False,19,19,2013-05,2013-04,False,1,0.8873912794723666,7.420344328252449,7.6,1.0288676101837766,31.71171888665586,-47.42216521706561,3.319641036993179,0.8873912794723666,7.420344328252449,-0.17965567174755037,0.17965567174755037,0.03227616039106357
2013-06,train_diagnostics,2013-06-19,monthly_19th_information_set,2013-06,2013-07-19,False,19,19,2013-06,2013-04,True,0,1.0703593733727792,7.652688888312463,7.6,1.0288676101837766,37.25894552731637,-15.39194576241431,3.524334950096468,1.0703593733727792,7.652688888312463,0.05268888831246343,0.05268888831246343,0.0027761189516032456
2013-07,train_diagnostics,2013-07-19,monthly_19th_information_set,2013-09,2013-10-19,False,19,19,2013-07,2013-07,False,2,1.448516657941064,8.132897136884646,7.9,1.265113417513829,44.40910093439,232.78485132460753,4.627179914062964,1.448516657941064,8.132897136884646,0.2328971368846453,0.2328971368846453,0.054241076369065215
2013-08,train_diagnostics,2013-08-19,monthly_19th_information_set,2013-09,2013-10-19,False,19,19,2013-08,2013-07,False,1,1.297421998284396,7.94102749733725,7.9,1.265113417513829,70.81336771224565,-1100.4611870507433,7.089807336036732,1.297421998284396,7.94102749733725,0.04102749733724931,0.04102749733724931,0.001683255537757999
2013-09,train_diagnostics,2013-09-19,monthly_19th_information_set,2013-09,2013-10-19,False,19,19,2013-09,2013-07,True,0,1.061463823920025,7.641392752029723,7.9,1.265113417513829,59.922594685876234,-984.1605172874073,6.697847441484189,1.061463823920025,7.641392752029723,-0.2586072479702777,0.2586072479702777,0.06687770870276069
2013-10,train_diagnostics,2013-10-19,monthly_19th_information_set,2013-12,2014-01-19,False,19,19,2013-10,2013-10,False,2,1.0217998909816621,7.59102495919569,7.7,1.1076162126271276,66.72051564937681,-1328.5222499664906,8.42002352702358,1.0217998909816621,7.59102495919569,-0.1089750408043102,0.1089750408043102,0.011875559518301073
2013-11,train_diagnostics,2013-11-19,monthly_19th_information_set,2013-12,2014-01-19,False,19,19,2013-11,2013-10,False,1,1.453954504979865,8.139802462020686,7.7,1.1076162126271276,81.24719530289772,-1312.9527085232003,10.744729866675755,1.453954504979865,8.139802462020686,0.43980246202068596,0.43980246202068596,0.19342620559945692
2013-12,train_diagnostics,2013-12-19,monthly_19th_information_set,2013-12,2014-01-19,False,19,19,2013-12,2013-10,True,0,1.2295825160239233,7.854880594210589,7.7,1.1076162126271276,71.65528854952665,-1234.5885441137773,10.520197024672202,1.2295825160239233,7.854880594210589,0.15488059421058864,0.15488059421058864,0.023987998463025025
2014-01,train_diagnostics,2014-01-19,monthly_19th_information_set,2014-03,2014-04-19,False,19,19,2014-01,2014-01,False,2,1.1312147780580804,7.729966964109527,7.6,1.0288676101837766,69.60955691287751,-1291.3089267596988,4.959612078681469,1.1312147780580804,7.729966964109527,0.1299669641095278,0.1299669641095278,0.016891411759847284
