month,sample,information_date,release_calendar_mode,target_quarter_end,target_gdp_release_date,target_gdp_released_by_information_date,monthly_release_lag_days,gdp_release_lag_days,latest_released_monthly_period,latest_released_gdp_quarter_end,is_information_month_quarter_end,months_before_quarter_end,model_loading_gdp_std,model_loading_gdp_raw,actual_gdp_raw,actual_gdp_std,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast,nowcast_gdp_std,nowcast_gdp_raw,nowcast_error_raw,abs_error_raw,squared_error_raw
2016-01,train_diagnostics,2016-01-19,monthly_19th_information_set,2016-03,2016-04-19,False,19,19,2016-01,2016-01,False,2,0.9657178486834621,6.712280474319764,6.8,1.0430373485252105,20.183547483314456,3.101376725771834,-2.6501164664010233,0.9657178486834621,6.712280474319764,-0.08771952568023611,0.08771952568023611,0.007694715185565602
2016-02,train_diagnostics,2016-02-19,monthly_19th_information_set,2016-03,2016-04-19,False,19,19,2016-02,2016-01,False,1,0.6751260862572079,6.382602041081229,6.8,1.0430373485252105,21.84267682654602,-5.302161007343145,-5.0493249381033465,0.6751260862572079,6.382602041081229,-0.4173979589187704,0.4173979589187704,0.17422105610955554
2016-03,train_diagnostics,2016-03-19,monthly_19th_information_set,2016-03,2016-04-19,False,19,19,2016-03,2016-01,True,0,0.9943709092091886,6.744787576457622,6.8,1.0430373485252105,17.835854470589354,6.040024710483683,0.7415242107904447,0.9943709092091886,6.744787576457622,-0.0552124235423781,0.0552124235423781,0.003048411713422947
2016-04,train_diagnostics,2016-04-19,monthly_19th_information_set,2016-06,2016-07-19,False,19,19,2016-04,2016-04,False,2,1.2187278641595805,6.999322146800044,6.7,0.9548933472413901,7.288439211838757,21.480375507116186,-4.202089784718681,1.2187278641595805,6.999322146800044,0.2993221468000442,0.2993221468000442,0.08959374756498721
2016-05,train_diagnostics,2016-05-19,monthly_19th_information_set,2016-06,2016-07-19,False,19,19,2016-05,2016-04,False,1,0.9561301204232006,6.701403128022097,6.7,0.9548933472413901,8.012523266758425,14.63531582850806,-5.36702503941333,0.9561301204232006,6.701403128022097,0.0014031280220967446,0.0014031280220967446,1.9687682463931227e-06
2016-06,train_diagnostics,2016-06-19,monthly_19th_information_set,2016-06,2016-07-19,False,19,19,2016-06,2016-04,True,0,0.8528434612887703,6.584223674366651,6.7,0.9548933472413901,7.096849870413394,13.102740427337798,-4.199730709597427,0.8528434612887703,6.584223674366651,-0.11577632563334905,0.11577632563334905,0.013404157577159277
2016-07,train_diagnostics,2016-07-19,monthly_19th_information_set,2016-09,2016-10-19,False,19,19,2016-07,2016-07,False,2,0.6376880246371999,6.340128292357866,6.7,0.9548933472413901,7.252882042029574,7.916754563052778,-4.7920267982808085,0.6376880246371999,6.340128292357866,-0.3598717076421343,0.3598717076421343,0.12950764596126577
2016-08,train_diagnostics,2016-08-19,monthly_19th_information_set,2016-09,2016-10-19,False,19,19,2016-08,2016-07,False,1,0.8335951203311202,6.5623862938560125,6.7,0.9548933472413901,8.65989552154047,11.142230314788844,-6.609254846382283,0.8335951203311202,6.5623862938560125,-0.1376137061439877,0.1376137061439877,0.018937532118683802
2016-09,train_diagnostics,2016-09-19,monthly_19th_information_set,2016-09,2016-10-19,False,19,19,2016-09,2016-07,True,0,0.9807039721914017,6.729282338643673,6.7,0.9548933472413901,6.1521807862620985,17.007673768251998,-2.866384132044025,0.9807039721914017,6.729282338643673,0.029282338643672468,0.029282338643672468,0.0008574553564427139
2016-10,train_diagnostics,2016-10-19,monthly_19th_information_set,2016-12,2017-01-19,False,19,19,2016-10,2016-10,False,2,0.8938892007878109,6.630790359451521,6.8,1.0430373485252105,7.371100702748623,13.798375288974317,-5.0775632236872985,0.8938892007878109,6.630790359451521,-0.16920964054847865,0.16920964054847865,0.02863190245454535
2016-11,train_diagnostics,2016-11-19,monthly_19th_information_set,2016-12,2017-01-19,False,19,19,2016-11,2016-10,False,1,0.954994167383431,6.7001143811723685,6.8,1.0430373485252105,8.159317191412637,14.466915006582031,-5.674107926945051,0.954994167383431,6.7001143811723685,-0.09988561882763136,0.09988561882763136,0.009977136848578864
2016-12,train_diagnostics,2016-12-19,monthly_19th_information_set,2016-12,2017-01-19,False,19,19,2016-12,2016-10,True,0,1.1204040901911938,6.887773121867777,6.8,1.0430373485252105,5.169645404914876,21.2262696315483,-1.1964577700715031,1.1204040901911938,6.887773121867777,0.08777312186777753,0.08777312186777753,0.0077041209224157255
2017-01,train_diagnostics,2017-01-19,monthly_19th_information_set,2017-03,2017-04-19,False,19,19,2017-01,2017-01,False,2,0.793229669405093,6.516591401023712,7.0,1.219325351092852,-3.606742215551577,22.048255205170317,11.405904772099547,0.793229669405093,6.516591401023712,-0.48340859897628796,0.48340859897628796,0.2336838735642176
2017-02,train_diagnostics,2017-02-19,monthly_19th_information_set,2017-03,2017-04-19,False,19,19,2017-02,2017-01,False,1,1.0678908292241285,6.828196451643817,7.0,1.219325351092852,5.473942458136645,19.703332394041176,3.1654955862724927,1.0678908292241285,6.828196451643817,-0.17180354835618328,0.17180354835618328,0.029516459227775405
2017-03,train_diagnostics,2017-03-19,monthly_19th_information_set,2017-03,2017-04-19,False,19,19,2017-03,2017-01,True,0,1.1012554767390175,6.866048882925506,7.0,1.219325351092852,5.944975274267055,20.029098684276633,5.368377202256195,1.1012554767390175,6.866048882925506,-0.1339511170744938,0.1339511170744938,0.017942901765504747
2017-04,train_diagnostics,2017-04-19,monthly_19th_information_set,2017-06,2017-07-19,False,19,19,2017-04,2017-04,False,2,0.9723347079601742,6.719787348503302,7.0,1.219325351092852,2.9033420095228886,19.950483810773783,11.271753404655602,0.9723347079601742,6.719787348503302,-0.28021265149669805,0.28021265149669805,0.07851913005880996
2017-05,train_diagnostics,2017-05-19,monthly_19th_information_set,2017-06,2017-07-19,False,19,19,2017-05,2017-04,False,1,0.9746519412638583,6.722416266262801,7.0,1.219325351092852,-2.735235514829188,25.452093560922055,17.722388273212466,0.9746519412638583,6.722416266262801,-0.2775837337371989,0.2775837337371989,0.07705272923548415
2017-06,train_diagnostics,2017-06-19,monthly_19th_information_set,2017-06,2017-07-19,False,19,19,2017-06,2017-04,True,0,1.0495853171025327,6.807428717192265,7.0,1.219325351092852,-8.134216103731402,32.421653544839295,25.708316182056873,1.0495853171025327,6.807428717192265,-0.1925712828077346,0.1925712828077346,0.037083698962216506
2017-07,train_diagnostics,2017-07-19,monthly_19th_information_set,2017-09,2017-10-19,False,19,19,2017-07,2017-07,False,2,0.8460700042218476,6.5765391388698875,6.9,1.1311813498090315,-9.033320359359259,28.52743741871418,23.217455641736063,0.8460700042218476,6.5765391388698875,-0.32346086113011285,0.32346086113011285,0.10462692868303415
2017-08,train_diagnostics,2017-08-19,monthly_19th_information_set,2017-09,2017-10-19,False,19,19,2017-08,2017-07,False,1,0.9746933486204769,6.7224632432050955,6.9,1.1311813498090315,-6.208146122516541,28.808210877365177,21.397472142726247,0.9746933486204769,6.7224632432050955,-0.17753675679490488,0.17753675679490488,0.031519300013253204
2017-09,train_diagnostics,2017-09-19,monthly_19th_information_set,2017-09,2017-10-19,False,19,19,2017-09,2017-07,True,0,0.9797605828229264,6.728212056656544,6.9,1.1311813498090315,-9.659053980219245,32.26069006652647,27.69352296478156,0.9797605828229264,6.728212056656544,-0.17178794334345593,0.17178794334345593,0.029511097478174424
2017-10,train_diagnostics,2017-10-19,monthly_19th_information_set,2017-12,2018-01-19,False,19,19,2017-10,2017-10,False,2,0.749627733802289,6.467124693173217,6.8,1.0430373485252105,-9.53465876003678,26.75475465374825,25.843163859725244,0.749627733802289,6.467124693173217,-0.3328753068267831,0.3328753068267831,0.110805969895025
2017-11,train_diagnostics,2017-11-19,monthly_19th_information_set,2017-12,2018-01-19,False,19,19,2017-11,2017-10,False,1,0.8992474497270798,6.636869331203683,6.8,1.0430373485252105,-6.716675263218649,27.533849385381142,22.312060779990624,0.8992474497270798,6.636869331203683,-0.16313066879631677,0.16313066879631677,0.0266116151019336
2017-12,train_diagnostics,2017-12-19,monthly_19th_information_set,2017-12,2018-01-19,False,19,19,2017-12,2017-10,True,0,1.03850438474191,6.794857320161012,6.8,1.0430373485252105,-3.378139940447438,27.567525269675208,20.404746983468144,1.03850438474191,6.794857320161012,-0.0051426798389879735,0.0051426798389879735,2.6447155926333368e-05
2018-01,train_diagnostics,2018-01-19,monthly_19th_information_set,2018-03,2018-04-19,False,19,19,2018-01,2018-01,False,2,0.6318662357413312,6.33352343120898,6.9,1.1311813498090315,-0.9534981144047343,15.708619664345946,17.89268972388422,0.6318662357413312,6.33352343120898,-0.5664765687910203,0.5664765687910203,0.3208957029892475
2018-02,train_diagnostics,2018-02-19,monthly_19th_information_set,2018-03,2018-04-19,False,19,19,2018-02,2018-01,False,1,0.8575993396972676,6.589619252442558,6.9,1.1311813498090315,-6.954823843111644,26.78923928569414,26.376217725080387,0.8575993396972676,6.589619252442558,-0.31038074755744205,0.31038074755744205,0.09633620845431656
2018-03,train_diagnostics,2018-03-19,monthly_19th_information_set,2018-03,2018-04-19,False,19,19,2018-03,2018-01,True,0,0.8227129618574435,6.55004040722144,6.9,1.1311813498090315,-2.930046467599383,22.08449768846102,20.372780820756724,0.8227129618574435,6.55004040722144,-0.3499595927785606,0.3499595927785606,0.12247171657773596
2018-04,train_diagnostics,2018-04-19,monthly_19th_information_set,2018-06,2018-07-19,False,19,19,2018-04,2018-04,False,2,0.7508137726015862,6.468470262675421,6.9,1.1311813498090315,8.911819837401364,8.961531244922396,5.583890646042928,0.7508137726015862,6.468470262675421,-0.43152973732457944,0.43152973732457944,0.18621791419542053
2018-05,train_diagnostics,2018-05-19,monthly_19th_information_set,2018-06,2018-07-19,False,19,19,2018-05,2018-04,False,1,0.8837431222816046,6.619279560805636,6.9,1.1311813498090315,8.564844839174587,12.407662743678612,7.367814291533791,0.8837431222816046,6.619279560805636,-0.28072043919436407,0.28072043919436407,0.07880396498147665
2018-06,train_diagnostics,2018-06-19,monthly_19th_information_set,2018-06,2018-07-19,False,19,19,2018-06,2018-04,True,0,0.8443658632914831,6.574605778793712,6.9,1.1311813498090315,2.6112179057308644,17.237870130180557,15.754749318963214,0.8443658632914831,6.574605778793712,-0.32539422120628814,0.32539422120628814,0.10588139919444678
2018-07,train_diagnostics,2018-07-19,monthly_19th_information_set,2018-09,2018-10-19,False,19,19,2018-07,2018-07,False,2,0.5725794996554421,6.266262205008245,6.7,0.9548933472413901,2.822781155744326,10.67291263150415,12.716460851835716,0.5725794996554421,6.266262205008245,-0.4337377949917549,0.4337377949917549,0.1881284748043096
2018-08,train_diagnostics,2018-08-19,monthly_19th_information_set,2018-09,2018-10-19,False,19,19,2018-08,2018-07,False,1,0.6243193728250965,6.324961461243566,6.7,0.9548933472413901,9.126501690915742,5.793802977343324,4.6690142539267505,0.6243193728250965,6.324961461243566,-0.3750385387564341,0.3750385387564341,0.14065390555256133
2018-09,train_diagnostics,2018-09-19,monthly_19th_information_set,2018-09,2018-10-19,False,19,19,2018-09,2018-07,True,0,0.8537062518730083,6.585202516456494,6.7,0.9548933472413901,18.070849359215742,2.521048172187579,-6.8521982962777805,0.8537062518730083,6.585202516456494,-0.11479748354350594,0.11479748354350594,0.013178462227921517
2018-10,train_diagnostics,2018-10-19,monthly_19th_information_set,2018-12,2019-01-19,False,19,19,2018-10,2018-10,False,2,0.9721589452783054,6.719587944483393,6.5,0.7786053446737486,29.727964242341233,-5.968660172199231,-21.53435753571014,0.9721589452783054,6.719587944483393,0.21958794448339258,0.21958794448339258,0.0482188653624415
2018-11,train_diagnostics,2018-11-19,monthly_19th_information_set,2018-12,2019-01-19,False,19,19,2018-11,2018-10,False,1,0.7000849681558133,6.4109180711400855,6.5,0.7786053446737486,27.889907516821033,-10.56022888099503,-18.312200066150176,0.7000849681558133,6.4109180711400855,-0.0890819288599145,0.0890819288599145,0.007935590049402868
2018-12,train_diagnostics,2018-12-19,monthly_19th_information_set,2018-12,2019-01-19,False,19,19,2018-12,2018-10,True,0,0.6058475173192878,6.304005009032678,6.5,0.7786053446737486,28.620754125610407,-13.471715699647367,-20.323698337519318,0.6058475173192878,6.304005009032678,-0.1959949909673222,0.1959949909673222,0.03841403648428071
2019-01,train_diagnostics,2019-01-19,monthly_19th_information_set,2019-03,2019-04-19,False,19,19,2019-01,2019-01,False,2,0.42754933073076895,6.101724440881018,6.4,0.6904613433899283,24.6783581447978,-13.835682628132117,-13.966506757220973,0.42754933073076895,6.101724440881018,-0.2982755591189825,0.2982755591189825,0.08896830916774164
2019-02,train_diagnostics,2019-02-19,monthly_19th_information_set,2019-03,2019-04-19,False,19,19,2019-02,2019-01,False,1,0.22621155854649233,5.873305298055885,6.4,0.6904613433899283,22.114108724682517,-16.070256117327464,-11.115975228025253,0.22621155854649233,5.873305298055885,-0.5266947019441153,0.5266947019441153,0.2774073090560004
2019-03,train_diagnostics,2019-03-19,monthly_19th_information_set,2019-03,2019-04-19,False,19,19,2019-03,2019-01,True,0,0.4374756827016223,6.112985958200717,6.4,0.6904613433899283,24.12735007057846,-13.071053937447171,-14.475864680574794,0.4374756827016223,6.112985958200717,-0.28701404179928325,0.28701404179928325,0.08237706018996072
2019-04,train_diagnostics,2019-04-19,monthly_19th_information_set,2019-06,2019-07-19,False,19,19,2019-04,2019-04,False,2,0.7886308673647182,6.511374027211095,6.1,0.4260293395384657,25.914848949129205,-6.579918251258286,-17.112547579475518,0.7886308673647182,6.511374027211095,0.41137402721109506,0.41137402721109506,0.16922859026387477
2019-05,train_diagnostics,2019-05-19,monthly_19th_information_set,2019-06,2019-07-19,False,19,19,2019-05,2019-04,False,1,0.495602369517954,6.178931100206655,6.1,0.4260293395384657,24.243686194585624,-11.823116687153906,-13.72337447676177,0.495602369517954,6.178931100206655,0.07893110020665528,0.07893110020665528,0.006230118579833057
2019-06,train_diagnostics,2019-06-19,monthly_19th_information_set,2019-06,2019-07-19,False,19,19,2019-06,2019-04,True,0,0.5677551514780473,6.260788947489721,6.1,0.4260293395384657,26.572446926216337,-12.384333092060464,-17.56160823393359,0.5677551514780473,6.260788947489721,0.1607889474897215,0.1607889474897215,0.02585308563485242
2019-07,train_diagnostics,2019-07-19,monthly_19th_information_set,2019-09,2019-10-19,False,19,19,2019-07,2019-07,False,2,0.9164254244009102,6.656357866354837,6.0,0.3378853382546454,27.453854371336693,-5.075984423256533,-18.341169110922785,0.9164254244009102,6.656357866354837,0.6563578663548366,0.6563578663548366,0.43080564872587357
2019-08,train_diagnostics,2019-08-19,monthly_19th_information_set,2019-09,2019-10-19,False,19,19,2019-08,2019-07,False,1,0.6084939889290207,6.307007450005616,6.0,0.3378853382546454,32.72397198885894,-17.373863333997598,-26.514755601059758,0.6084939889290207,6.307007450005616,0.30700745000561636,0.30700745000561636,0.09425357435895103
2019-09,train_diagnostics,2019-09-19,monthly_19th_information_set,2019-09,2019-10-19,False,19,19,2019-09,2019-07,True,0,0.39948097405826255,6.069880689447353,6.0,0.3378853382546454,27.4074938557236,-17.12915531422626,-18.175818803736906,0.39948097405826255,6.069880689447353,0.06988068944735293,0.06988068944735293,0.004883310757637383
2019-10,train_diagnostics,2019-10-19,monthly_19th_information_set,2019-12,2020-01-19,False,19,19,2019-10,2019-10,False,2,0.48817494274757234,6.170504631403105,5.9,0.24974133697082507,23.987748521613167,-11.749680314249813,-13.498278619017539,0.48817494274757234,6.170504631403105,0.27050463140310477,0.27050463140310477,0.07317275561052958
2019-11,train_diagnostics,2019-11-19,monthly_19th_information_set,2019-12,2020-01-19,False,19,19,2019-11,2019-10,False,1,0.3172931109709751,5.976637970838919,5.9,0.24974133697082507,23.324325246845923,-15.10787017853126,-16.11696191456056,0.3172931109709751,5.976637970838919,0.07663797083891843,0.07663797083891843,0.005873378574306912
2019-12,train_diagnostics,2019-12-19,monthly_19th_information_set,2019-12,2020-01-19,False,19,19,2019-12,2019-10,True,0,0.46300397598726983,6.1419479895514915,5.9,0.24974133697082507,24.642532458585404,-12.971332968227967,-16.82353007186399,0.46300397598726983,6.1419479895514915,0.2419479895514911,0.2419479895514911,0.058538829648008446
