month,sample,information_date,release_calendar_mode,target_quarter_end,target_gdp_release_date,target_gdp_released_by_information_date,monthly_release_lag_days,gdp_release_lag_days,latest_released_monthly_period,latest_released_gdp_quarter_end,is_information_month_quarter_end,months_before_quarter_end,model_loading_gdp_std,model_loading_gdp_raw,actual_gdp_raw,actual_gdp_std,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast,nowcast_gdp_std,nowcast_gdp_raw,nowcast_error_raw,abs_error_raw,squared_error_raw
2010-01,train_diagnostics,2010-01-19,monthly_19th_information_set,2010-03,2010-04-19,False,19,19,2010-01,2010-01,False,2,3.3063098650825453,12.236162851597655,12.2,3.2800384270159264,208.98479293905154,-274.4975570363696,-179.0809663597356,3.3063098650825453,12.236162851597655,0.03616285159765553,0.03616285159765553,0.0013077518356740573
2010-02,train_diagnostics,2010-02-19,monthly_19th_information_set,2010-03,2010-04-19,False,19,19,2010-02,2010-01,False,1,3.321692645809269,12.257337376386483,12.2,3.2800384270159264,219.6616127276534,-274.14810395033044,-183.88527021665118,3.321692645809269,12.257337376386483,0.057337376386483285,0.057337376386483285,0.003287574730885251
2010-03,train_diagnostics,2010-03-19,monthly_19th_information_set,2010-03,2010-04-19,False,19,19,2010-03,2010-01,True,0,3.200632680247789,12.09069733338938,12.2,3.2800384270159264,146.01092212570074,-275.15943944574576,-82.08082088048336,3.200632680247789,12.09069733338938,-0.10930266661061872,0.10930266661061872,0.011947072928192063
2010-04,train_diagnostics,2010-04-19,monthly_19th_information_set,2010-06,2010-07-19,False,19,19,2010-04,2010-04,False,2,1.9487237617241153,10.367434361657452,10.7,2.1903246638877114,153.74010559379758,-156.66453549921388,-68.32887343859329,1.9487237617241153,10.367434361657452,-0.3325656383425475,0.3325656383425475,0.11059990380618609
2010-05,train_diagnostics,2010-05-19,monthly_19th_information_set,2010-06,2010-07-19,False,19,19,2010-05,2010-04,False,1,2.121274431392073,10.604951784360209,10.7,2.1903246638877114,223.87678976397387,-161.06256394007738,-172.37878408002848,2.121274431392073,10.604951784360209,-0.09504821563979071,0.09504821563979071,0.009034163296308156
2010-06,train_diagnostics,2010-06-19,monthly_19th_information_set,2010-06,2010-07-19,False,19,19,2010-06,2010-04,True,0,1.9875305254371116,10.42085219259536,10.7,2.1903246638877114,225.20620258562803,-148.31909594587393,-143.55499291031902,1.9875305254371116,10.42085219259536,-0.2791478074046392,0.2791478074046392,0.07792349837881753
2010-07,train_diagnostics,2010-07-19,monthly_19th_information_set,2010-09,2010-10-19,False,19,19,2010-07,2010-07,False,2,1.8613108469909951,10.2471097621743,9.9,1.6091439902193312,116.8471639960726,-154.66484513390427,-19.065400591231594,1.8613108469909951,10.2471097621743,0.34710976217430023,0.34710976217430023,0.12048518699669927
2010-08,train_diagnostics,2010-08-19,monthly_19th_information_set,2010-09,2010-10-19,False,19,19,2010-08,2010-07,False,1,1.6378068092344822,9.939454607234936,9.9,1.6091439902193312,72.917920231067,-141.10412153989685,72.5207468755221,1.6378068092344822,9.939454607234936,0.039454607234935324,0.039454607234935324,0.0015566660320630108
2010-09,train_diagnostics,2010-09-19,monthly_19th_information_set,2010-09,2010-10-19,False,19,19,2010-09,2010-07,True,0,1.5991857552629587,9.886292407290812,9.9,1.6091439902193312,77.75274964865864,-136.67818765246255,110.09253994157267,1.5991857552629587,9.886292407290812,-0.013707592709188532,0.013707592709188532,0.0001878980978809986
2010-10,train_diagnostics,2010-10-19,monthly_19th_information_set,2010-12,2011-01-19,False,19,19,2010-10,2010-10,False,2,1.7117821763667838,10.041282311401865,9.9,1.6091439902193312,108.25691259967272,-142.10629141271747,232.1546603058042,1.7117821763667838,10.041282311401865,0.14128231140186465,0.14128231140186465,0.019960691515053454
2010-11,train_diagnostics,2010-11-19,monthly_19th_information_set,2010-12,2011-01-19,False,19,19,2010-11,2010-10,False,1,1.6363097470696777,9.937393888793828,9.9,1.6091439902193312,59.18053149939868,-143.26648835929666,297.47880872736334,1.6363097470696777,9.937393888793828,0.037393888793827657,0.037393888793827657,0.0013983029191251496
2010-12,train_diagnostics,2010-12-19,monthly_19th_information_set,2010-12,2011-01-19,False,19,19,2010-12,2010-10,True,0,1.733062645145406,10.070575052530783,9.9,1.6091439902193312,33.55357763327969,-156.61948338920755,370.6637730669039,1.733062645145406,10.070575052530783,0.17057505253078276,0.17057505253078276,0.029095848545879297
2011-01,train_diagnostics,2011-01-19,monthly_19th_information_set,2011-03,2011-04-19,False,19,19,2011-01,2011-01,False,2,1.612133580555638,9.904115195802968,10.1,1.7544391586364259,-23.273637822790704,-154.82329938630792,392.4072558659252,1.612133580555638,9.904115195802968,-0.19588480419703203,0.19588480419703203,0.038370856515309575
2011-02,train_diagnostics,2011-02-19,monthly_19th_information_set,2011-03,2011-04-19,False,19,19,2011-02,2011-01,False,1,1.7691784326072166,10.120288732421548,10.1,1.7544391586364259,28.845087130719776,-160.7897072174638,462.52939597452973,1.7691784326072166,10.120288732421548,0.02028873242154816,0.02028873242154816,0.00041163266327317954
2011-03,train_diagnostics,2011-03-19,monthly_19th_information_set,2011-03,2011-04-19,False,19,19,2011-03,2011-01,True,0,1.4876647723556546,9.732782852744354,10.1,1.7544391586364259,42.90039014963912,-132.0795617102593,457.60006712236833,1.4876647723556546,9.732782852744354,-0.367217147255646,0.367217147255646,0.13484843323857482
2011-04,train_diagnostics,2011-04-19,monthly_19th_information_set,2011-06,2011-07-19,False,19,19,2011-04,2011-04,False,2,1.4465273379141084,9.676156834288662,9.9,1.6091439902193312,-11.906493444804056,-137.41456969175192,494.6571827682758,1.4465273379141084,9.676156834288662,-0.22384316571133844,0.22384316571133844,0.05010576283567372
2011-05,train_diagnostics,2011-05-19,monthly_19th_information_set,2011-06,2011-07-19,False,19,19,2011-05,2011-04,False,1,1.3961093480561118,9.606756054610617,9.9,1.6091439902193312,-21.52353985686962,-134.30651858389916,531.3917541625083,1.3961093480561118,9.606756054610617,-0.29324394538938314,0.29324394538938314,0.08599201150753152
2011-06,train_diagnostics,2011-06-19,monthly_19th_information_set,2011-06,2011-07-19,False,19,19,2011-06,2011-04,True,0,1.4410647799980507,9.668637578176337,9.9,1.6091439902193312,-9.238953393222758,-136.45607874048247,583.7217280986662,1.4410647799980507,9.668637578176337,-0.23136242182366296,0.23136242182366296,0.05352857023211055
2011-07,train_diagnostics,2011-07-19,monthly_19th_information_set,2011-09,2011-10-19,False,19,19,2011-07,2011-07,False,2,1.3752707210128863,9.578071512281715,9.3,1.1732584849680454,-41.5529530063464,-135.71279740166892,895.7592014211423,1.3752707210128863,9.578071512281715,0.27807151228171456,0.27807151228171456,0.07732376594263973
2011-08,train_diagnostics,2011-08-19,monthly_19th_information_set,2011-09,2011-10-19,False,19,19,2011-08,2011-07,False,1,1.3692081574330146,9.569726343414892,9.3,1.1732584849680454,-57.90044948366949,-137.8852364501243,934.866661294895,1.3692081574330146,9.569726343414892,0.26972634341489155,0.26972634341489155,0.07275230033196801
2011-09,train_diagnostics,2011-09-19,monthly_19th_information_set,2011-09,2011-10-19,False,19,19,2011-09,2011-07,True,0,1.2968918702357182,9.470182376488614,9.3,1.1732584849680454,-76.62262348755357,-134.25324758917097,865.8479007145892,1.2968918702357182,9.470182376488614,0.17018237648861323,0.17018237648861323,0.028962041267312097
2011-10,train_diagnostics,2011-10-19,monthly_19th_information_set,2011-12,2012-01-19,False,19,19,2011-10,2011-10,False,2,0.8812468148143286,8.898043522940219,8.7,0.7373729797167585,-178.99461220475882,-112.50049923532443,918.9769815338041,0.8812468148143286,8.898043522940219,0.19804352294021932,0.19804352294021932,0.039221236978573173
2011-11,train_diagnostics,2011-11-19,monthly_19th_information_set,2011-12,2012-01-19,False,19,19,2011-11,2011-10,False,1,0.9671065447491651,9.016230150713499,8.7,0.7373729797167585,-171.77010220093848,-119.32749629481842,778.7481675543845,0.9671065447491651,9.016230150713499,0.31623015071349947,0.31623015071349947,0.10000150822028259
2011-12,train_diagnostics,2011-12-19,monthly_19th_information_set,2011-12,2012-01-19,False,19,19,2011-12,2011-10,True,0,0.9724995364348392,9.023653648334827,8.7,0.7373729797167585,-143.17672320391492,-115.03984816436618,627.1235624083668,0.9724995364348392,9.023653648334827,0.3236536483348278,0.3236536483348278,0.10475168408044437
2012-01,train_diagnostics,2012-01-19,monthly_19th_information_set,2012-03,2012-04-19,False,19,19,2012-01,2012-01,False,2,0.6796875662734863,8.620595551701104,8.1,0.3014874744654728,-139.0381534656724,-86.93413218541042,289.4797053557377,0.6796875662734863,8.620595551701104,0.5205955517011045,0.5205955517011045,0.2710197284509774
2012-02,train_diagnostics,2012-02-19,monthly_19th_information_set,2012-03,2012-04-19,False,19,19,2012-02,2012-01,False,1,0.4640533802727035,8.323773312737497,8.1,0.3014874744654728,-164.09809494940168,-70.94748309275866,413.94519794377675,0.4640533802727035,8.323773312737497,0.22377331273749768,0.22377331273749768,0.05007449549351394
2012-03,train_diagnostics,2012-03-19,monthly_19th_information_set,2012-03,2012-04-19,False,19,19,2012-03,2012-01,True,0,0.7713310011400493,8.746743497107637,8.1,0.3014874744654728,-125.17900087234034,-93.19055084028149,303.8414382756267,0.7713310011400493,8.746743497107637,0.6467434971076376,0.6467434971076376,0.4182771510510168
2012-04,train_diagnostics,2012-04-19,monthly_19th_information_set,2012-06,2012-07-19,False,19,19,2012-04,2012-04,False,2,0.5191574419551438,8.399624509006124,7.7,0.010897137631282562,-87.79777378075232,-63.31747886048442,90.50776827533014,0.5191574419551438,8.399624509006124,0.6996245090061235,0.6996245090061235,0.4894744536020594
2012-05,train_diagnostics,2012-05-19,monthly_19th_information_set,2012-06,2012-07-19,False,19,19,2012-05,2012-04,False,1,0.532365392719088,8.41780536237907,7.7,0.010897137631282562,-103.6272924764852,-67.20713938393469,135.79814512905955,0.532365392719088,8.41780536237907,0.7178053623790701,0.7178053623790701,0.5152445382601482
2012-06,train_diagnostics,2012-06-19,monthly_19th_information_set,2012-06,2012-07-19,False,19,19,2012-06,2012-04,True,0,0.4024360405462508,8.238956535417595,7.7,0.010897137631282562,-126.4261235881367,-58.86489936260401,176.60282797038954,0.4024360405462508,8.238956535417595,0.5389565354175945,0.5389565354175945,0.2904741470693368
2012-07,train_diagnostics,2012-07-19,monthly_19th_information_set,2012-09,2012-10-19,False,19,19,2012-07,2012-07,False,2,-0.03599709176081603,7.635449705722519,7.5,-0.1343980307858129,-124.05215847835052,-17.42239406846201,-30.220056446335093,-0.03599709176081603,7.635449705722519,0.13544970572251902,0.13544970572251902,0.018346622780317002
2012-08,train_diagnostics,2012-08-19,monthly_19th_information_set,2012-09,2012-10-19,False,19,19,2012-08,2012-07,False,1,-0.019489586911267037,7.658172422560785,7.5,-0.1343980307858129,-121.2998241541593,-18.50645272192152,-77.65533933145667,-0.019489586911267037,7.658172422560785,0.158172422560785,0.158172422560785,0.025018515258747532
