month,逆回购7天_月末_较上月变动,MLF1Y_月末_较上月变动,LPR1Y_月末_较上月变动,DR007_月均_较上月变动,资金利差_DR007减逆回购_较上月变动,资金利差_DR007减MLF_较上月变动
2023-05,0.0,0.0,0.0,-0.3004161904761904,-0.3004161904761904,-0.3004161904761904
2023-06,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,0.193095238095238,0.2930952380952381,0.2930952380952381
2023-07,0.0,0.0,0.0,-0.20888095238095228,-0.20888095238095228,-0.20888095238095228
2023-08,-0.09999999999999987,-0.1499999999999999,-0.09999999999999964,-0.021312008281573425,0.07868799171842644,0.1286879917184265
2023-09,0.0,0.0,0.0,0.15727891304347796,0.15727891304347796,0.15727891304347796
2023-10,0.0,0.0,0.0,0.21880026315789491,0.21880026315789491,0.21880026315789491
2023-11,0.0,0.0,0.0,0.021844736842105306,0.021844736842105306,0.021844736842105306
2023-12,0.0,0.0,0.0,0.14516904761904748,0.14516904761904748,0.14516904761904748
2024-01,0.0,0.0,0.0,-0.2718099567099568,-0.2718099567099568,-0.2718099567099568
2024-02,0.0,0.0,0.0,-0.20081464646464653,-0.20081464646464653,-0.20081464646464653
2024-03,0.0,0.0,0.0,0.08476269841269879,0.08476269841269879,0.08476269841269879
2024-04,0.0,0.0,0.0,-0.15167987012987028,-0.15167987012987028,-0.15167987012987028
2024-05,0.0,0.0,0.0,-0.08626774891774902,-0.08626774891774902,-0.08626774891774902
2024-06,0.0,0.0,0.0,0.11626416040100285,0.11626416040100285,0.11626416040100285
2024-07,-0.10000000000000009,-0.20000000000000018,-0.10000000000000009,-0.0971693363844397,0.0028306636155603915,0.10283066361556048
2024-08,0.0,0.0,0.0,-0.012181620553359584,-0.012181620553359584,-0.012181620553359584
2024-09,-0.19999999999999996,-0.2999999999999998,0.0,0.04531536796536795,0.2453153679653679,0.34531536796536777
2024-10,0.0,0.0,-0.25,-0.02918546365914776,-0.02918546365914776,-0.02918546365914776
2024-11,0.0,0.0,0.0,-0.08005739348370944,-0.08005739348370944,-0.08005739348370944
2024-12,0.0,0.0,0.0,0.08724567099567127,0.08724567099567127,0.08724567099567127
2025-01,0.0,0.0,0.0,0.3896959330143537,0.3896959330143537,0.3896959330143537
2025-02,0.0,0.0,0.0,-0.21183157894736837,-0.21183157894736837,-0.21183157894736837
2025-03,0.0,0.0,0.0,-0.12590050125313268,-0.12590050125313268,0.0
2025-04,0.0,0.0,0.0,-0.18693203463203467,-0.18693203463203467,0.0
2025-05,-0.10000000000000009,0.0,-0.10000000000000009,-0.1370832535885167,-0.03708325358851661,0.0
2025-06,0.0,0.0,0.0,0.019880526315789515,0.019880526315789515,0.0
2025-07,0.0,0.0,0.0,-0.10353521739130445,-0.10353521739130445,0.0
2025-08,0.0,0.0,0.0,-0.04748240165631468,-0.04748240165631468,0.0
2025-09,0.0,0.0,0.0,0.04371283643892321,0.04371283643892321,0.0
2025-10,0.0,0.0,0.0,-0.044148550724637525,-0.044148550724637525,0.0
2025-11,0.0,0.0,0.0,0.0014783333333334703,0.0014783333333334703,0.0
2025-12,0.0,0.0,0.0,0.07077891304347816,0.07077891304347816,0.0
2026-01,0.0,0.0,0.0,-0.021721532091097506,-0.021721532091097506,0.0
2026-02,0.0,0.0,0.0,-0.00337113095238073,-0.00337113095238073,0.0
2026-03,0.0,0.0,0.0,-0.0488494318181818,-0.0488494318181818,0.0
2026-04,0.0,0.0,0.0,-0.09986038961038957,-0.09986038961038957,0.0
2026-05,0.0,0.0,0.0,-0.03198195488721822,-0.03198195488721822,0.0
2026-06,0.0,0.0,0.0,0.005510526315789743,0.005510526315789743,0.0
