month,quarter,nowcasting_GDP,actual_gdp_yoy,actual_gdp_lag1,actual_gdp_lag2,past2_actual_gdp_mean,gdp_gap_vs_lag2_avg,gdp_signal_direction,gdp_signal_abs,nowcasting_gdp_diff,actual_gdp_yoy_diff,中债-新综合财富(3-5年)指数,中债-新综合净价(3-5年)指数,中债-新综合全价(3-5年)指数,中债-综合财富(3-5年)指数,中债-综合净价(3-5年)指数,中债-综合全价(3-5年)指数,中债-新综合财富(5-7年)指数,中债-新综合净价(5-7年)指数,中债-新综合全价(5-7年)指数,中债-综合财富(5-7年)指数,中债-综合净价(5-7年)指数,中债-综合全价(5-7年)指数
2020-09,2020Q3,5.66427995068574,4.9,3.2,-6.8,-1.7999999999999998,7.46427995068574,1.0,7.46427995068574,0.08297088422590626,0.0,-0.0061344916935829,-0.0061335270131294,-0.0073806957267853,-0.0073812086729202,-0.0018932663352059,-0.0018994382959843,-0.0036017641107159,-0.0036047846069356,-0.0076290858437767,-0.0076295280770681,-0.0083925456684289,-0.0083923372902448
2020-10,2020Q4,9.131541728648289,6.5,4.9,3.2,4.050000000000001,5.081541728648288,1.0,5.081541728648288,3.4672617779625483,1.5999999999999996,4.009820049333257e-06,4.018993764454137e-06,0.0010287142703062,0.0010288037768286,0.0039656068954287,0.0039683185374841,0.0036075568146682,0.0036083068355208,-0.0001536335728227,-0.0001536425312145,0.0015063816966962,0.0015058261642664
2020-11,2020Q4,8.66111043979681,6.5,4.9,3.2,4.050000000000001,4.611110439796809,1.0,4.611110439796809,-0.4704312888514792,0.0,-0.0003014048479965,-0.0003020944206181,0.0012744103129203,0.0012744748826416,0.0038600145907596,0.0038663287952787,0.0084034113974102,0.0084109968843075,0.0045213286950258,0.004521593160603,0.0052362536620957,0.00523604352644
2020-12,2020Q4,7.979874475711051,6.5,4.9,3.2,4.050000000000001,3.92987447571105,1.0,3.92987447571105,-0.6812359640857588,0.0,0.0056943845754087,0.0056942928871308,0.0076294104546468,0.0076287755003361,0.009753074058711,0.0097683773512415,0.0119379453379304,0.0119581764829825,0.0081201198525235,0.0081196664503775,0.0094174427195037,0.0094166720419703
2021-01,2021Q1,5.571736738572828,18.9,6.5,4.9,5.7,-0.12826326142717193,-1.0,0.12826326142717193,-2.4081377371382224,12.399999999999999,0.0015193264754436,0.0015187763634514,0.0028499081565493,0.0028502427749026,0.0054145456734107,0.0054191080914707,0.0052365371766034,0.005240713892237,0.0015346435857257,0.0015347329185888,0.0018792451486739,0.0018796590433671
2021-02,2021Q1,6.970858023112768,18.9,6.5,4.9,5.7,1.2708580231127682,1.0,1.2708580231127682,1.3991212845399401,0.0,-0.0039755247692696,-0.0039756010765998,-0.0019723688158489,-0.0019722831370243,-0.0001920163552754,-0.0001943328393254,-0.0024852869125169,-0.002491543980064,-0.0061288483466362,-0.0061292034242613,-0.0062393494069411,-0.0062396332512508
2021-03,2021Q1,12.54645380974586,18.9,6.5,4.9,5.7,6.846453809745859,1.0,6.846453809745859,5.575595786633091,0.0,0.002046117499578,0.002045765959139,0.0023377993611701,0.0023381135168165,0.0057239655195966,0.0057325448212108,0.0050267077680317,0.0050293128857787,0.0014614176491154,0.0014615028133928,0.0019152978801155,0.0019151874881262
2021-04,2021Q2,11.34005877442308,8.1,18.9,6.5,12.7,-1.3599412255769199,-1.0,1.3599412255769199,-1.20639503532278,-10.799999999999999,0.0023858255076651,0.0023852500641061,0.0013733685608685,0.0013738179460289,0.0062399677937146,0.0062539236916914,0.0083353529485559,0.0083447861250083,0.0046105018115656,0.0046098458022296,0.004532225060688,0.004531728513629
2021-05,2021Q2,7.12917406512125,8.1,18.9,6.5,12.7,-5.57082593487875,-1.0,5.57082593487875,-4.21088470930183,0.0,0.0020318493130127,0.0020304802662385,0.0034299291946602,0.0034297037292829,0.006082247739743,0.00608689228099,0.0067969368257125,0.0068083968444978,0.0028500069938821,0.0028501722343343,0.003586762459846,0.0035861606375244
2021-06,2021Q2,7.777282729397831,8.1,18.9,6.5,12.7,-4.922717270602169,-1.0,4.922717270602169,0.648108664276581,0.0,-8.387728752834445e-05,-8.40691889424372e-05,-0.0002568581577162,-0.0002577888745172,0.0039571551940273,0.0039664092967721,0.004083369119249,0.0040928922469622,8.7231350396344e-05,8.631811899961761e-05,0.0007429201726805,0.0007430543525153
2021-07,2021Q3,8.35919865339825,5.5,8.1,18.9,13.5,-5.14080134660175,-1.0,5.14080134660175,0.5819159240004197,-2.5999999999999996,0.0109569780860436,0.0109569929008066,0.0107436916123275,0.0107438046377408,0.0146088486453013,0.0146259231783674,0.0173248680849855,0.0173541991967565,0.0137072292445399,0.0137080355706702,0.0148389638994883,0.0148388176876055
2021-08,2021Q3,7.278304263234621,5.5,8.1,18.9,13.5,-6.221695736765379,-1.0,6.221695736765379,-1.0808943901636292,0.0,0.0015275595549841,0.0015280729975484,0.002700543233242,0.0026995764720216,0.0055581232415935,0.0055681032284153,0.0078839267504688,0.0078996991235908,0.0038628207146944,0.0038630457439594,0.0033117025434441,0.0033114643788374
2021-09,2021Q3,5.41378349446499,5.5,8.1,18.9,13.5,-8.08621650553501,-1.0,8.08621650553501,-1.8645207687696308,0.0,-0.0020964215262977,-0.0020972475734755,-0.0024253842640286,-0.00242523892714,0.0018548210056652,0.0018584461414257,0.0020955779958662,0.0020984979492246,-0.0019230856371241,-0.0019231971839028,-0.0024282553383468,-0.002427462807503
2021-10,2021Q4,5.863949222688838,4.5,5.5,8.1,6.8,-0.9360507773111619,-1.0,0.9360507773111619,0.4501657282238476,-1.0,-0.0036715518207505,-0.0036710069970805,-0.0034539479552843,-0.0034539314656917,-8.702748291467e-05,-8.265236461113545e-05,-0.0014488467336115,-0.0014475282902366,-0.0051279073038423,-0.0051282051282051,-0.0028745733639489,-0.0028737006066981
